5.38235,1.0001
5.38235,2.0001
3.38235,2.0001
3.38235,1.0001
5.38235,1.0001
3.65388,1
3.65388,0
5.65388,0
5.65388,1
3.65388,1
0.406546,5.73134
1.38567,5.52807
0.979122,3.56982
0,3.7731
0.406546,5.73134
4.90018,3.0003
4.90018,2.0003
2.90018,2.0003
2.90018,3.0003
4.90018,3.0003
2.08879,3.77869
3.04698,3.49255
2.47469,1.57617
1.5165,1.86232
2.08879,3.77869
0.394099,3.32777
1.37516,3.13407
0.98774,1.17195
0.00668109,1.36566
0.394099,3.32777
2.77009,5.0339
2.14286,4.25507
3.70052,3.0006
4.32775,3.77943
2.77009,5.0339
1.94151,3.28582
0.962385,3.48909
1.36893,5.44733
2.34805,5.24406
1.94151,3.28582
3.39829,0.806119
2.997,1.72207
1.1651,0.919472
1.5664,0.00352387
3.39829,0.806119
