0.997291,3.49526
9.89791e-08,3.56881
0.434943,2.66836
0.997291,3.49526
2.67932,0.786702
3.64525,1.04553
2.93814,1.75263
2.67932,0.786702
3.60169,2.65749
2.62668,2.43534
2.9218,3.3908
3.60169,2.65749
1.69849,2.78315
1.43968,1.81723
0.732567,2.52433
1.69849,2.78315
3.97599,0.866026
3.47599,5.12436e-07
4.47599,6.17651e-07
3.97599,0.866026
1.81827,0.866026
1.31827,8.72468e-08
2.31827,1.22512e-07
1.81827,0.866026
1.91974,3.14361
2.88567,3.40243
2.62685,2.4365
1.91974,3.14361
4.0838,1.83222
3.11336,1.5909
3.38959,2.55199
4.0838,1.83222
1.58423e-07,4.47599
0.993741,4.36428
0.40013,3.55953
1.58423e-07,4.47599
1.73173,0.716362
0.762474,0.962432
1.034,9.65445e-08
1.73173,0.716362
2.97568,0.866106
3.97568,0.866107
3.47569,8.1e-05
2.97568,0.866106
2.47538,9.89605e-08
2.97538,0.866025
3.47538,7.57451e-08
2.47538,9.89605e-08
0.993913,4.36424
0.431564,3.53734
1.42886,3.46378
0.993913,4.36424
1.59451,1.7469
1.61135,0.747039
2.46883,1.26156
1.59451,1.7469
3.82502,0.866228
4.08383,1.83215
3.11791,1.57333
3.82502,0.866228
0.637836,0.929112
1.60376,1.18793
0.896653,1.89504
0.637836,0.929112
4.58283e-08,1.91716
0.0648397,2.91505
0.896623,2.35995
4.58283e-08,1.91716
1.30386,4.22926
2.23924,3.8756
1.46527,3.24237
1.30386,4.22926
0.732494,2.53095
1.7,2.78378
0.997291,3.49526
0.732494,2.53095
2.46055,1.26642
1.58622,1.75176
2.4437,2.26628
2.46055,1.26642
0.00297252,0.0586364
0.868151,0.5601
0.00128137,1.05863
0.00297252,0.0586364
1.81413,0.86869
2.6728,0.356165
2.68733,1.35606
1.81413,0.86869
0.972269,2.15083
0.688669,1.19189
2.96488e-08,1.91697
0.972269,2.15083
2.56114,2.5017
1.59521,2.24288
1.85403,3.20881
2.56114,2.5017
3.34853,2.41007
2.81883,1.56188
2.34913,2.44471
3.34853,2.41007
