50.6896,50.1853,0.00802177
51.0021,49.7578,0.856306
50.7107,50.7144,0.856306
50.0357,49.9861,0.737967
49.9422,50.1718,0.557875
50.7677,50.2572,7.52962e-08
50.128,51.0229,0.0670171
50.6874,50.7683,0.855803
49.0678,50.4402,0.856306
49.2295,49.9497,0
49.949,49.9967,0.692855
49.133,49.4423,0.856306
50.3706,50.962,0.856306
49.9023,50.6996,0.0125511
49.3802,50.8238,0.856306
49.9943,50.0406,0.75903
50.1011,49.907,0.448882
49.7879,49.0628,0.0138204
50.7588,49.3021,0
50.3251,49.0217,0.856306
49.1663,49.3936,0.856306
49.889,49.9192,0.40742
48.9768,49.8741,0
49.565,49.0653,0
50.3251,49.0217,0.856306
51.0021,49.7578,0.856306
50.7588,49.3022,0
50.1011,49.9071,0.448886
49.1261,50.0965,0.210465
49.9028,50.6958,0.016822
49.3735,50.8187,0.856306
49.9643,50.0189,0.750305
50.0124,49.9642,0.740382
49.8088,49.3139,0.00851597
50.2332,48.9958,0.856306
49.2788,49.2945,0.856306
50.6147,50.1929,0
49.6499,50.4557,0
49.9047,49.4887,0
50.0564,50.0458,0.816497
