49.2735,50.0857
48.3055,50.3367
49.0068,51.0495
49.2735,50.0857
50.7548,50.3453
50.4881,51.3091
49.7868,50.5962
50.7548,50.3453
48.7619,51.205
49.6187,50.6892
49.6369,51.6891
48.7619,51.205
50.2779,48.2948
50.9879,48.999
50.023,49.2618
50.2779,48.2948
49.7804,50.5962
49.0791,49.8833
50.0471,49.6324
49.7804,50.5962
48.4477,49.2416
49.1279,48.5086
49.4226,49.4642
48.4477,49.2416
50.3024,49.5483
49.5931,48.8434
49.3373,49.8101
50.3024,49.5483
50.5691,51.0397
51.5371,50.7888
50.8358,50.0759
50.5691,51.0397
51.4507,50.6817
50.7395,49.9787
51.7039,49.7143
51.4507,50.6817
49.9085,50.7263
50.6098,51.4392
49.6418,51.6901
49.9085,50.7263
49.7893,50.5872
50.0559,49.6234
50.7573,50.3362
49.7893,50.5872
50.2718,48.2939
49.307,48.5566
50.017,49.2608
50.2718,48.2939
50.9859,49.0058
50.7311,49.9728
50.0211,49.2686
50.9859,49.0058
48.3043,50.3307
49.2723,50.0797
48.5709,49.3669
48.3043,50.3307
50.738,49.9709
51.7028,49.7082
50.9928,49.004
50.738,49.9709
