50.2397,50.2903,0.758189
51.1977,50.038,0.894241
50.8879,50.361,0
50.9464,50.9977,0.768855
49.0987,50.4152,0.745266
49.8843,50.9708,1.01743
49.0457,50.9901,1.56176
49.6231,50.1737,1.56176
49.7902,49.0234,1.56176
49.5345,49.9902,1.56176
48.8251,49.2854,1.56176
49.3833,49.433,0.745265
50.8987,51.0408,0.758389
50.1927,50.3328,0.747868
49.9329,51.2983,0.730396
50.3202,50.8997,1.56172
50.7708,49.2211,0.845977
51.2565,49.4412,0
50.5457,48.7378,0
50.2966,49.7003,0.107325
50.7807,48.8679,1.56176
49.7831,48.7985,1.56176
50.2759,48.9184,0.699959
50.2235,49.6721,1.35503
49.4596,50.0107,1.56176
50.4243,49.7474,1.56176
50.1699,50.7145,1.56176
50.0179,50.1576,0.745265
50.1595,51.0535,0
51.1245,50.7915,0
50.5664,50.6439,0.816497
50.4151,50.0867,0
50.072,50.3217,0.716329
49.3639,49.6156,0.705053
50.0762,49.6207,0.00316435
49.3701,50.3288,0.00409442
50.9246,49.7765,0.88172
51.2565,49.4412,0
51.0074,50.4038,0.107301
50.2966,49.7004,0.107231
50.223,49.6503,1.37623
51.1053,50.0829,1.56176
51.0274,49.0859,1.56176
50.9596,49.5927,0.702377
50.0847,51.3215,0.00548793
50.1848,50.6209,0.712067
49.4846,50.5215,0.00506202
49.3849,51.221,0.712697
50.2346,49.6874,0.0385487
49.5839,48.9419,0.182739
50.5457,48.7377,0
50.2776,49.1409,0.874964
48.8275,50.7021,0.88562
49.1575,51.0706,0.0165378
48.6586,50.2042,0.03501
49.5847,50.2559,0.408576
48.6273,50.0818,1.56176
49.0456,50.99,1.56176
49.623,50.1736,1.56176
49.0986,50.4151,0.745264
