0.84849,0
1.84849,0
2.15751,0.951057
1.34849,1.53884
0.539473,0.951057
0.84849,0
2.66947,2.29835
2.9784,3.24944
2.16933,3.83715
1.36037,3.24929
1.66947,2.29826
2.66947,2.29835
2.92186,2.29814
1.92186,2.29805
1.61292,1.34697
2.42199,0.759258
3.23096,1.34712
2.92186,2.29814
0,1.73473
0.309017,2.68579
1.30902,2.68579
1.61803,1.73473
0.809017,1.14695
0,1.73473
4.30407,0.951174
3.495,1.53889
2.68603,0.951029
2.99513,0
3.99513,8.9378e-05
4.30407,0.951174
0,3.99508
0,2.99508
0.951057,2.68606
1.53884,3.49508
0.951057,4.30409
0,3.99508
