19.6166,20.822,20.3188
20.0176,19.9659,19.9928
19.6548,20.0259,20.9227
20.4952,20.5114,20.6815
20.9445,19.9685,19.7206
19.947,20.0195,19.6721
20.4116,20.1374,20.5497
20.482,20.846,19.8476
19.4275,19.8264,20.7792
19.6674,19.5672,19.8436
20.2335,20.2246,20.3411
20.2344,19.2609,20.6083
19.2596,20.1096,20.6411
20.0095,19.975,19.9934
19.1256,20.3142,19.6715
19.7129,20.9003,20.2297
19.6527,19.592,19.7715
20.6483,19.5115,19.7233
20.1589,19.186,20.5323
20.2295,20.167,20.3517
20.0609,19.9458,20.0216
19.144,20.2827,19.8073
19.2673,19.5794,20.5075
19.4105,19.3557,19.5434
20.1699,20.949,19.7957
19.242,20.5772,19.8233
19.8605,20.3234,19.0796
20.0247,19.982,20.005
20.3656,20.8161,19.6271
20.0478,19.9404,19.9907
20.5729,20.5621,20.5718
19.6359,20.7937,20.3105
19.2487,19.635,19.477
20.0282,19.9764,20.0023
19.8573,20.3218,19.0795
19.2433,20.5711,19.8284
19.7766,20.1061,19.1908
20.1031,19.9344,20.1202
20.178,19.2204,19.424
20.7576,20.0335,19.3707
