51.4812,49.5744
50.6971,50.1951
51.0451,51.1326
52.0443,51.0913
52.3138,50.1283
51.4812,49.5744
48.8393,48.3341
49.6234,47.7135
50.456,48.2674
50.1865,49.2304
49.1873,49.2716
48.8393,48.3341
50.5053,50.5919
51.2118,51.2996
50.7571,52.1902
49.7695,52.0329
49.6139,51.0451
50.5053,50.5919
48.0459,51.2457
48.5003,50.3548
49.4879,50.5117
49.6439,51.4994
48.7527,51.9531
48.0459,51.2457
51.8618,49.1829
51.0777,49.8036
50.2451,49.2496
50.5146,48.2867
51.5138,48.2454
51.8618,49.1829
48.7025,48.786
47.8111,49.2392
47.9667,50.227
48.9542,50.3843
49.409,49.4937
48.7025,48.786
