0,3.29434
0.963959,3.02829
0.251571,2.3265
0,3.29434
0.985969,1.17945
0,1.34638
0.348418,0.409038
0.985969,1.17945
1.77252,0.771515
0.786551,0.938446
1.4241,1.70885
1.77252,0.771515
3.29434,0
2.8273,0.884236
2.29505,0.0376499
3.29434,0
1.22631,3.05759
2.08719,2.54878
1.21612,2.05764
1.22631,3.05759
1.60116,2.01279
0.607241,2.12289
1.00885,1.20708
1.60116,2.01279
0.148073,0.166931
0.785623,0.937339
1.13404,0
0.148073,0.166931
0.250963,2.32382
0.963351,3.02561
1.21492,2.05777
0.250963,2.32382
1.13518,0
1.77273,0.770408
0.786759,0.937339
1.13518,0
0.993921,1.23762
0,1.34772
0.592309,2.15344
0.993921,1.23762
1.4372,1.7896
2.10252,2.53615
2.4164,1.58669
1.4372,1.7896
2.82626,0.8862
1.82697,0.92385
2.29401,0.0396133
2.82626,0.8862
2.68726,1.89516
3.09479,0.981969
2.10018,1.08563
2.68726,1.89516
1.84558,0.884236
1.31333,0.0376499
2.31262,0
1.84558,0.884236
1.43587,1.78779
1.74975,0.838322
2.41507,1.58488
1.43587,1.78779
