20.0116,19.9931,19.9959
20.4179,19.0901,19.8558
20.6459,19.8423,19.2376
20.9841,19.8485,20.1786
19.0557,20.3409,19.8758
19.7591,20.5786,19.2059
19.992,20.0108,19.9955
19.7839,20.9808,20.1211
20.5034,20.6425,20.5976
20.0018,20.0136,20.0036
19.5486,20.8282,20.3656
20.2595,20.9198,19.6683
19.9955,19.9972,20.0132
20.0788,19.372,20.7891
19.1966,19.7934,20.579
19.9415,20.3497,20.9474
20.9393,20.2375,19.709
20.0133,20.0024,20.0044
20.5908,20.5796,20.5816
20.8031,19.6084,20.4743
19.5364,19.1031,19.9365
19.1953,19.7916,20.5765
19.9932,19.9899,20.0072
20.0642,19.3298,20.755
19.9981,19.997,19.9863
20.4516,19.7061,19.1438
19.6999,20.3645,19.1053
19.5164,19.409,19.3365
19.7583,20.576,19.2043
19.9899,20.0031,19.9905
19.055,20.3382,19.8742
19.4155,19.6381,19.2579
20.8753,19.6309,20.3478
20.0067,19.9884,20.0047
20.0119,19.2749,20.7053
20.2926,19.0593,19.77
19.1301,20.5161,20.0142
19.9868,20.0004,20.0052
19.1127,19.517,20.0535
19.4375,20.0428,20.8397
20.4154,19.0892,19.854
19.7323,19.4302,19.2082
20.0045,19.9907,19.9903
20.6434,19.8413,19.2357
19.6325,20.3689,19.1327
20.6105,20.1764,19.2129
20.21,20.9461,19.71
20.0026,20.0085,19.9889
19.9914,20.0081,20.0079
19.1315,20.5184,20.0164
19.9218,20.8619,20.5237
19.4403,20.0451,20.8415
20.9172,20.1715,19.6094
20.6754,20.5675,20.4952
20.0105,20.0094,19.9987
20.2537,20.918,19.659
20.0081,19.9994,20.0116
20.7845,19.5389,20.442
20.6343,20.5155,20.596
20.0125,19.8442,20.9995
