data;


param nfigures := 13;
param npoints := 4;
param ndimensions := 3;

param tolerance := 0.0001;

var coords [*,*,1]
:       1         2         3         4       :=
1    22.3078   23.3124   20.1484   20.0003
2    22.749    19.9999   23.592    20.9925
3    17.1993   16.1376   19.9986   18.0184
4    18.2281   22.0679   19.9999   19.1946
5    19.557    22.3121   20.0014   22.8217
6    20.0016   23.89     22.6638   22.5433
7    21.4056   19.9991   18.5643   17.6908
8    22.0039   20.0003   18.2558   21.2208
9    21.4303   19.0883   19.9982   17.5361
10   19.3054   20.0009   22.0836   22.7202
11   16.0969   17.689    19.9984   18.564
12   20.0004   22.3061   18.4198   19.5485
13   18.4699   16.1638   19.9987   19.0639

 [*,*,2]
:       1         2         3         4       :=
1    22.3119   21.6622   23.9481   20.0012
2    22.4939   20.0016   18.6065   19.7978
3    19.4668   20.5351   20.0013   23.1485
4    19.6789   18.6434   19.9989   16.3863
5    19.9393   22.3117   20.0015   18.3443
6    20.0013   20.1998   17.8873   21.87
7    16.524    19.9996   16.547    17.6902
8    16.6967   19.9987   17.2495   19.5067
9    20.3254   23.2006   20.001    19.6279
10   16.3373   19.9985   18.6659   17.1051
11   19.6341   17.6889   19.9992   16.5474
12   20.0007   22.3084   23.1534   19.9327
13   23.2791   20.9668   20.0015   23.1769

 [*,*,3]
:       1         2         3         4       :=
1    22.3112   18.4944   19.3684   20.0013
2    18.5047   19.9982   18.9257   16.1287
3    22.8064   19.1008   19.9996   21.4742
4    23.5735   23.1458   20.0016   21.5182
5    23.9746   22.3071   19.9999   22.302
6    20        19.0832   22.1079   22.4591
7    18.6048   19.9986   21.4203   17.688
8    18.9581   19.9986   17.6751   16.2212
9    16.2785   17.7779   19.9992   16.8689
10   21.4541   20.0008   23.1451   19.5176
11   20.8027   17.6912   19.9997   21.4237
12   20.0017   22.3165   21.8891   23.9755
13   21.7086   19.3988   19.9998   17.7542
;

var r = 4.00159;

param distances :=
[1,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[2,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[3,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[4,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[5,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0

[6,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[7,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0
				
[8,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[9,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[10,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			

[11,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[12,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[13,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
;
