data;

param nfigures := 6;
param npoints := 4;
param ndimensions := 3;

param tolerance :=0.0001;

var coords [*,*,1]
:      1         2         3         4       :=
1   18.2396   20.546    20.7716   17.522
2   20.9018   21.3412   22.9699   18.9989
3   18.4248   18.8502   16.7316   20.7072
4   20.002    20.6231   17.9457   21.8539
5   20.0156   17.959    19.2579   21.8671
6   19.0098   21.3395   22.9809   21.3302

 [*,*,2]
:      1         2         3         4       :=
1   18.6996   21.2162   21.1388   22.633
2   22.0247   21.1791   18.7896   18.8869
3   18.7386   18.5776   21.533    21.4338
4   20.3971   21.3271   18.518    17.7992
5   20.3732   18.4941   16.4585   17.775
6   18.8722   21.185    18.8004   17.2193

 [*,*,3]
:      1         2         3         4       :=
1   20.8789   22.964    18.9711   20.7621
2   17.0436   20.9284   18.1648   18.6351
3   16.9046   20.8787   19.2121   18.7826
4   19.5513   23.3918   22.422    21.964
5   19.5696   22.4402   19.2512   21.9823
6   18.6503   20.9358   18.1755   21.4581
;

var r = 3.69509;


param distances :=
[1,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[2,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[3,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[4,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	
				
[5,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[6,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0				
;
