data;

param nfigures := 7;
param npoints := 4;
param ndimensions := 3;

param tolerance :=0.0001;

var coords [*,*,1]
:      1         2         3         4       :=
1   20.7383   22.1277   23.6935   19.987
2   21.6289   18.7098   20.9857   22.5375
3   19.3107   18.2694   22.0926   20.3896
4   20.0575   19.1897   20.3113   16.7313
5   20.3092   17.4286   16.7291   19.1876
6   21.7996   18.3953   19.083    21.1826
7   18.8517   20.6719   16.686    18.5168

 [*,*,2]
:      1         2         3         4       :=
1   19.1381   22.8158   19.6668   20.8921
2   20.3446   19.0765   16.4254   18.5756
3   18.4706   22.3218   21.2429   21.0553
4   22.8683   19.0883   19.9798   21.1505
5   19.9777   17.2753   21.1484   19.0862
6   16.9621   18.3115   18.7834   20.8972
7   18.8685   21.627    21.2995   22.7455

 [*,*,3]
:      1         2         3         4       :=
1   17.9692   18.7068   20.6125   21.4847
2   21.0914   18.6685   20.6157   17.6209
3   17.8944   17.6036   17.1357   20.7502
4   22.4286   23.4078   19.6732   21.0196
5   19.6715   20.3035   21.018    23.4062
6   21.2887   22.898    18.9859   21.6549
7   18.8301   21.0834   21.1539   17.9047
;

var r = 3.75875;

param distances :=
[1,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[2,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[3,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[4,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	
				
[5,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[6,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[7,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0				
;
