data;


param nfigures := 15;
param npoints := 4;
param ndimensions := 3;

param tolerance :=0.00001;

var coords [*,*,1]
:       1         2         3         4       :=
1    20.9535   20.0016   23.588    22.7237
2    19.9999   21.6598   20.3544   23.6089
3    20.325    20.001    22.3302   18.3513
4    23.1513   20.0023   23.6221   21.6778
5    21.4527   19.9983   18.7561   17.6588
6    20.0011   20.4602   17.8533   21.7839
7    20.0004   17.8467   16.2297   19.0857
8    18.7526   19.9991   18.1404   16.0876
9    22.5472   19.6721   19.9998   18.7246
10   20.0029   22.7513   23.6315   23.1836
11   21.1899   20.0017   18.7412   22.5599
12   20.2589   23.5667   19.9995   20.9308
13   19.9978   18.7644   18.4243   16.0892
14   19.9974   16.0936   17.6605   17.3049
15   18.1334   19.9985   17.4471   16.0731

 [*,*,2]
:       1         2         3         4       :=
1    16.3408   19.9984   18.4418   19.5572
2    19.9983   20.601    16.9584   18.4782
3    23.9133   20.002    22.3073   22.6734
4    22.443    20.0009   18.4963   20.6086
5    16.7653   19.9978   16.3496   17.8797
6    19.9993   20.4157   17.7456   17.1145
7    19.9995   17.7424   21.0145   21.3704
8    23.7982   20.0024   21.6607   20.8154
9    21.4957   18.9649   20        22.6734
10   20.0002   19.8543   18.4961   22.422
11   23.8112   20.0021   22.6927   21.5021
12   16.9556   18.4099   19.9975   16.3344
13   20.0015   23.8015   21.4201   20.8277
14   19.9987   20.8314   17.8861   17.4461
15   21.6545   19.9996   17.8282   20.7477

 [*,*,3]
:       1         2         3         4       :=
1    21.3115   20.0017   19.1564   22.8992
2    19.9981   16.409    17.4226   19.1829
3    19.229    20.0014   22.2949   22.4797
4    19.6523   19.9985   19.2029   16.4176
5    21.8538   20.0001   18.9287   22.4579
6    20.0025   23.9542   22.5139   22.1238
7    20.0031   22.5065   20.8699   23.6478
8    20.194    19.9987   16.8689   20.1962
9    17.3005   16.1476   19.9974   17.3092
10   20.0007   22.9032   19.2453   19.8668
11   20.2801   19.9996   17.3216   17.3151
12   17.4145   19.1303   19.9991   21.3085
13   20.001    20.1981   23.3939   20.2008
14   20.0004   20.2584   22.4653   18.5055
15   16.8699   19.9977   17.8124   20.1764
;

var r = 4.00253;

param distances :=
[1,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[2,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[3,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[4,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[5,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0

[6,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[7,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0
				
[8,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[9,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[10,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[11,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[12,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0

[13,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[14,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0
				
[15,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0				
;				
