data;

param nfigures := 100;
param npoints := 4;
param ndimensions := 3;

param tolerance := 0.0001;

var coords [*,*,1]
:        1         2         3         4       :=
1     20.4129   19.2328   19.7448   16.6771
2     19.4427   17.2248   18.7029   15.7612
3     18.5319   18.8378   18.7216   21.9533
4     16.7297   15.5623   15.2067   18.8285
5     15.1253   17.6579   18.2538   15.1935
6     18.0736   14.5111   14.7387   16.0194
7     18.0571   19.2238   21.9201   20.1787
8     21.3576   20.7629   19.0184   22.9729
9     22.2907   20.55     19.2593   22.8202
10    23.3309   21.955    24.8623   21.1407
11    17.5643   15.9864   14.3896   17.9669
12    17.612    17.9581   14.4341   17.4465
13    16.8015   13.5122   16.3718   14.0985
14    24.7587   21.6466   23.5309   21.2838
15    13.5319   13.8432   16.9498   13.7062
16    24.2968   26.3997   22.8316   25.9547
17    22.644    21.1175   19.2222   19.3121
18    19.4903   18.5316   22.3518   19.76
19    22.9778   20.7559   24.3897   21.3972
20    17.6112   20.9529   20.1524   17.9758
21    20.5982   19.0297   22.6622   19.416
22    17.2113   15.7523   18.694    15.0061
23    19.9936   21.3518   22.8895   19.1603
24    22.6177   24.945    24.4921   26.5886
25    22.3448   22.7966   19.4395   22.8744
26    19.9732   19.4583   22.5497   18.8298
27    18.8549   16.2084   15.8568   18.8452
28    22.6139   24.7037   24.2554   26.5851
29    20.1809   23.2989   23.8181   21.8441
30    23.4596   26.1291   23.8204   26.7219
31    23.5617   22.99     23.2462   26.4983
32    17.1061   20.2097   16.8342   19.1852
33    18.1796   20.0717   19.1873   16.2693
34    21.7999   19.6775   18.1914   21.2666
35    19.3813   16.6934   18.7759   20.5998
36    16.4286   17.9384   15.7197   19.3867
37    12.9566   16.8039   14.6038   13.9333
38    17.9456   20.1651   21.38     21.4361
39    19.494    16.2542   19.2265   19.7543
40    20.8285   23.7234   22.3902   20.0628
41    15.4604   13.8623   17.6067   16.7623
42    23.318    26.1301   24.9079   22.4691
43    20.187    16.4546   19.0492   19.5166
44    21.8456   22.9289   19.1196   20.6709
45    26.3758   24.5347   22.3905   24.1933
46    20.3114   19.6878   23.024    19.4988
47    24.2872   24.1514   21.3973   21.3877
48    18.876    15.8571   19.6339   17.9756
49    21.0003   19.2188   19.8963   17.1212
50    17.3952   18.6129   18.6824   15.1857
51    22.9841   21.0914   21.5085   24.6949
52    24.0314   22.8127   21.4189   20.2825
53    23.4798   20.7611   19.6341   20.7981
54    22.5454   24.0965   26.4703   23.8744
55    16.5614   19.7608   16.5232   18.8225
56    17.7931   14.1967   17.2368   17.2293
57    16.2973   17.3853   19.3862   19.7195
58    19.8456   17.9414   16.7157   16.1592
59    18.5795   19.7694   16.4124   19.9688
60    15.4409   13.8441   17.1943   17.2759
61    16.0406   19.1436   19.7729   18.1762
62    23.4632   24.9542   21.7016   21.4762
63    18.5231   19.6975   20.123    22.4204
64    19.5335   23.3783   20.6371   21.6472
65    20.826    22.3876   18.4617   20.0601
66    23.0817   21.3943   25.3545   22.9093
67    23.9729   23.368    22.6864   20.2502
68    26.1592   24.0343   24.1772   22.1625
