data;

param nfigures := 4;
param npoints := 4;
param ndimensions := 3;

param tolerance :=0.00001;

var coords [*,*,1]
:      1         2         3         4       :=
1   21.0658   21.1547   18.8453   17.8851
2   17.38     21.1547   18.8453   18.1218
3   22.115    21.1547   18.9344   18.8453
4   22.6201   18.8454   21.8781   21.1548

 [*,*,2]
:      1         2         3         4       :=
1   21.7361   21.1548   18.8453   22.684
2   22.233    21.1547   18.8453   19.1075
3   17.3161   21.1547   18.2638   18.8453
4   17.7671   18.8453   20.8926   21.1547

 [*,*,3]
:      1         2         3         4       :=
1   17.1981   21.1547   18.8453   19.4309
2   20.387    21.1547   18.8453   22.7706
3   20.5689   21.1547   22.8018   18.8453
4   19.6128   18.8453   17.2294   21.1547
;

var r = 3.46416;


param distances :=
[1,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[2,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[3,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[4,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	
;
