data;


param nfigures := 8;
param npoints := 4;
param ndimensions := 3;

param tolerance := 0.0001;

var coords [*,*,1]
:      1         2         3         4       :=
1   18.1947   16.9711   20.5042   19.9997
2   20.5077   18.1971   19.9997   22.1634
3   17.5324   20.001    16.4971   16.5871
4   19.6164   17.6776   19.9986   16.5408
5   21.6257   21.3798   20.001    23.9384
6   23.5352   19.9585   23.214    22.71
7   18.3356   22.3094   20.4345   20.0025
8   22.3438   20.0018   18.3741   20.0212

 [*,*,2]
:      1         2         3         4       :=
1   21.5547   22.5734   23.8643   20.0006
2   23.8648   21.5595   20.0006   21.0412
3   19.8716   20.0033   21.9285   17.9307
4   16.1014   17.7007   20.0009   18.5825
5   17.0182   16.7457   20.0012   19.3246
6   20.9578   19.9583   17.8906   21.6373
7   18.3588   18.3023   21.748    20.0022
8   18.3091   19.9992   18.3449   16.0243

 [*,*,3]
:      1         2         3         4       :=
1   16.7861   20.4556   19.0952   19.9996
2   19.0994   16.787    19.9996   16.8003
3   23.1464   20.0018   19.8758   19.7789
4   20.8042   17.6924   19.9994   21.4247
5   17.8855   21.8686   19.9978   20.1946
6   21.4401   19.9542   18.8927   17.5856
7   23.2429   22.7902   23.5723   19.9994
8   22.7664   19.9989   23.2568   20.4457
;

var r = 4.00067;

param distances :=
[1,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[2,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[3,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
			
[4,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[5,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0

[6,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0	

[7,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0
				
[8,*,*]:			1		2		3		4 :=
				1	0		4		0		4		
				2	0		0		4		4		
				3	4		0		0		4		
				4	4		4		4		0			
					
;
